369082.22836681,4945542.8708582,1
369082.66364655,4945545.26240894,1
369083.59363482,4945547.88152654,1
369084.39941712,4945550.30484625,1
369085.19038494,4945552.73310454,1
369086.08422927,4945555.40193666,1
369086.91863156,4945557.92440961,1
369087.5735833,4945560.40104887,1
369088.13448707,4945562.83589796,1
369088.79789371,4945565.4134785,1
369089.48679953,4945568.02696561,1
369090.23008769,4945570.65115512,1
369090.89005228,4945572.95125836,1
369091.68825183,4945575.52091684,1
369092.45411726,4945577.98730473,1
369093.21061003,4945580.45764183,1
369093.94649327,4945582.87870055,1
369094.61375245,4945585.31899946,1
369095.30364648,4945587.83929113,1
369096.05485724,4945590.4919055,1
369096.84361796,4945593.10883312,1
369097.6523212,4945595.70219371,1
369099.01323974,4945599.28617725,1
369100.69976969,4945602.11699539,1
369102.13574542,4945604.4141392,1
369103.65179119,4945606.87822927,1
369105.04114007,4945609.4545014,1
369106.20205389,4945612.60182321,1
369107.05240702,4945615.24570059,1
369107.75950464,4945618.41563102,1
369108.37752633,4945621.03781461,1
369109.11004427,4945623.6513703,1
369109.87817539,4945626.16177974,1
369110.61683311,4945628.69482197,1
369111.39515988,4945631.21713401,1
369112.14007028,4945633.7960268,1
369112.92015592,4945636.25913803,1
369113.72662952,4945638.87183438,1
369114.83758335,4945641.71396881,1
369116.0662961,4945644.47939,1
369117.52206471,4945647.05954524,1
369118.86878791,4945649.42308774,1
369120.36119074,4945651.76607328,1
369121.9414293,4945653.91585698,1
369123.51787468,4945656.0347181,1
369125.00626239,4945658.23625044,1
369125.16037605,4945658.48159588,1
